raw_comment,normalize_comment,emoji_decode
Mình nhận được hàng rồi nha shop. Mua về cho ông chồng . ổng ưng hết ý . mình mới đặt thêm 5c nữa í. Vải mặc mát lắm thoải mái . giao hàng nhanh nữa . đóng gói kỉ càng. Đáng đồng tiền bát gạo lắm m.n ạ,nhận được hàng mua về cho ông chồng ổng ưng hết ý mới đặt thêm c í vải mặc mát lắm thoải mái giao hàng nhanh đóng gói kỉ càng đáng đồng tiền bát gạo lắm n,
Bshshsysbsbjwbsbgsg vs BSB DNS sẻver có 👍 không ạ em cảm thấy rất buồn 😢 em đi làm rồi đi luôn hả 🤔 có 👍 thôi mà có gì k cho quá khứ,có không em cảm thấy rất buồn em đi làm đi luôn hả có mà có gì không cho quá khứ,thinking thumbsup thumbsup cry
"Giao hàng nhanh, chất lượng sản phẩm tốt, sẽ ủng hộ shop tiếp.",giao hàng nhanh chất lượng sản phẩm tốt sẽ ủng hộ tiếp,
"Đây là 2 đôi tất mình nhận được. Sản phẩm không giống ảnh quảng cáo, bên trên không có mặt lưới. Vì sản phẩm săn deal 1k nên mình cũng không kỳ vọng nhiều",đây là đôi tất nhận được sản phẩm không giống ảnh quảng cáo bên trên không có mặt lưới vì sản phẩm săn deal không nên cũng không kỳ vọng nhiều,
Quần khá rộng rãi nhưng vải hơi mỏng....thôi 1k ko đòi hỏi ....,quần khá rộng rãi nhưng vải hơi mỏng không không đòi hỏi,
Màu rất đẹp giao hàng nhanh săn sale nên được giá rất rẻ luôn!!!,màu rất đẹp giao hàng nhanh săn sale nên được giá rất rẻ luôn,
"Áo xấu, vải xấu, cổ áo bị ố vàng, nó chung mua về không mặc được",áo xấu vải xấu cổ áo ố vàng chung mua về không mặc được,
Chất lượng thì ổn.nhưng size L(55-65kg) mình m7 nặng 61kg mà cái áo dài và rộng quá.quần thì vừa,chất lượng ổn nhưng size l kg mình nặng kg mà cái áo dài rộng quá quần vừa,
"Áo đẹp sales rẻ nên mình mua 7 cái cho Ck mặc dần, chất vải OK, giặt ko bị ra màu và chưa thấy xù lông, thun mỏng mát",áo đẹp sales rẻ nên mua cái cho chuyển khoảng mặc dần chất vải ok giặt không ra màu chưa thấy xù lông thun mỏng mát,
"Hàng đẹp chất lượng tốt, sẽ ủng hộ shop nhiều",hàng đẹp chất lượng tốt sẽ ủng hộ nhiều,
"Quần vải rất đẹp , còn được shop tặng thêm quá . Mình rất hài lòng , sẽ ủng hộ lần sau 😍",quần vải rất đẹp còn được tặng thêm quá rất hài lòng sẽ ủng hộ lần sau,heart_eyes
"Áo đẹp so với giá tiền, giao nhanh. Được tặng thêm áo nữa, shop dễ thương",áo đẹp so giá tiền giao nhanh được tặng thêm áo dễ thương,
"Mềm đẹp, bền thì không biết tại có phần da",mềm đẹp bền không biết tại có phần da,
Mua 2 quần cùng 1sz L mà 1 quần thì vừa 1 quần thì chật. K nhiều sao lun.,mua quần cùng size l mà quần vừa quần chật không nhiều luôn,
"Đồng hồ có lên hình nè ahahaha, hi vọng đeo chơi chơi được lâu chút",đồng hồ có lên hình hi vọng đeo chơi chơi được lâu chút,
Lỗi 1 chút shop k soi kỹ rồi,lỗi chút không soi kỹ,
"Nói chung là vớ vải khá là dễ bị giãn, mang chắc được vài hôm. Giá 1K mà nên chấp nhận được.",nói chung là vớ vải khá là dễ giãn mang chắc được vài hôm giá không mà nên chấp nhận được,
"mình mua cùng loại ni ở 2 shop khác nhau, và đồ bên này tệ hơn chút
Hàng có tới 3 chỗ bị như hình, chất vải hơi xù hơn, vải chất khác.
Mệt ở chỗ đã hỏi shop size nhỏ nhất sh bán size L cho ng bn kí rồi, sh nói dưới 47kg mặc đẹp, và mình 1m52, 45kg mang cái áo ta nói bự chà bá lửa",mua cùng loại ni ở khác nhau đồ bên tệ hơn chút hàng có tới chỗ như hình chất vải hơi xù hơn vải chất khác mệt ở chỗ hỏi size nhỏ nhất sh bán size l cho kí sh nói dưới kg mặc đẹp mình kg mang cái áo ta nói bự chà bá lửa,
Giao hàng nhanh. Đóng gói cẩn thận. Shop phục vụ tốt bxnxkxkxm,giao hàng nhanh đóng gói cẩn thận phục vụ tốt,
Đơn hàng đã thanh toán airpay rồi mà shipper giao cho người lạ. Lỡ đơn mấy chục triệu rồi mất hàng thì làm sao 🙄,đơn hàng thanh toán mà giao cho người lạ lỡ đơn mấy chục triệu mất hàng làm,roll_eyes
"Màu hơi xấu, còn về giá cả và chất lượng vải thì ok ^.^",màu hơi xấu còn về giá cả chất lượng vải ok,
bản dây lưng hơi to hơn mình nghĩ,bản dây lưng hơi to hơn nghĩ,
"Shop tư vấn nhiệt tình và chu đáo,rất thân thiện,biết lắng nghe và thay đổi để cải tiến sản phẩm ngày càng tốt hơn về kiểu dáng và chất lượng. Từ giờ sẽ là khách hàng thân thiết và lâu dài của shop.",tư vấn nhiệt tình chu đáo rất thân thiện biết lắng nghe thay đổi cải tiến sản phẩm ngày càng tốt hơn về kiểu dáng chất lượng từ giờ sẽ là khách hàng thân thiết lâu dài của,
Chỉ thừa nhiều. Túi bị bong chỉ,chỉ thừa nhiều túi bong chỉ,
3 sao vì là quần slim fit chứ ko phải skinny như miêu tả,vì là quần slim fit chứ không phải như miêu tả,
Đầm siêu đẹp chất liệu tuyệt vời giao hàng thì siêu nhanh luôn ạ,đầm siêu đẹp chất liệu tuyệt vời giao hàng siêu nhanh luôn,
"Cặp có nhiều lỗi như là vãi thừa, chỉ thừa, chỉ nối qua nên mấy sự thẩm mỹ, nhiều cái bấm quá mà những cá bấm đó không cần thiết, và mình cắt chỉ thừa đi thì cái cặp nó sứt chỉ ra thêm nên làm cặp bị lỗi nên chưa hài lòng",cặp có nhiều lỗi như là vãi thừa chỉ thừa chỉ nối qua nên mấy sự thẩm mỹ nhiều cái bấm quá mà những cá bấm không cần thiết cắt chỉ thừa đi cái cặp sứt chỉ ra thêm nên làm cặp lỗi nên chưa hài lòng,
"kính xinh, mua sale nên khá là rẻ, nếu có thời gian, hôm sau mình sẽ ghé cửa hàng xem các loại khác",kính xinh mua sale nên khá là rẻ nếu có thời gian hôm sau sẽ ghé cửa hàng xem các loại khác,
Cân nhắc khi mua vải xấu,cân nhắc mua vải xấu,
"Đã nhận được hàng, shop giao hàng siêu tốc, hàng được đóng gói cẩn thận, sẽ dùng nếu chất lượng tốt ủng hộ tiếp",nhận được hàng giao hàng siêu tốc hàng được đóng gói cẩn thận sẽ dùng nếu chất lượng tốt ủng hộ tiếp,
Quần ổn so với giá. Size M nhưng làm dây kéo hơi ngắn nên chật phần hông. Dây kéo k ổn lắm.,quần ổn so giá size nhưng làm dây kéo hơi ngắn nên chật phần hông dây kéo không ổn lắm,
"Quần oki, shop ở hcm, mình ở hà nội mà giao hàng nhanh, shop chu đáo",quần ở ở hà nội mà giao hàng nhanh chu đáo,
Hàng giống hình. Nên mua nhé mọi người bdjsjkabbduhemwlalkanwjsus8eendje88e,hàng giống hình nên mua nhé mọi người e,
"Vải xốp mỏng, k như mong đợi.",vải xốp mỏng không như mong đợi,
Shop gói hàng kỹ và cẩn thận. Giao hàng nhanh. Đường may chắc và vải ổn. Vì vảo trông hơi thô 1 xíu. Nói chung vẫn rất hài lòng ❤,gói hàng kỹ cẩn thận giao hàng nhanh đường may chắc vải ổn vì vảo trông hơi thô xíu nói chung vẫn rất hài lòng,
Rất ưng nhé hàng nước ngoài nên hơi lâu tí nm chất lượng thì ok .,rất ưng nhé hàng nước ngoài nên hơi lâu tí chất lượng ok,
"vote cho 5sao nè shop, gửi em mã giảm giá nhé please",vote cho gửi em mã giảm giá nhé please,
"Đặt size xl mà như size l vậy , áo ko ghi size",đặt size xl mà như size l áo không ghi size,
Mua hộ nên kh biét chất luiwjng sao nhma có vẻ rÁt ổn shop trloi nhanh giao hàng cũng nhanh ngày trc ngày sau có lun r,mua hộ nên không chất có vẻ rát ổn nhanh giao hàng cũng nhanh ngày ngày sau có luôn,
Đẹp vải ok mát hop túi tiền 💰❤️❤️❤️,đẹp vải ok mát hop túi tiền,moneybag heart heart heart
Lần thứ 2 mua sản ohaarm tuyệt vời,lần thứ mua sản tuyệt vời,
Quần khá rộng so với size lần trước. Vải cũng khá tốt so với giá tiền. Ủng hộ shop!,quần khá rộng so size lần trước vải cũng khá tốt so giá tiền ủng hộ,
"Sản phẩm tốt
Săn sale 1k quá hài lòng ko chê được 
Mong shop ra thêm nhiều mẫu hơn",sản phẩm tốt săn sale không quá hài lòng không chê được mong ra thêm nhiều mẫu hơn,
